Dataset,Algoritm,Approach,window,model,resample,F1-Score,Accuracy,Sensitivity,Specificity,ROC AUC score
commons-csv,RandomForest,trad,0,Str,RUS,0.95550074,0.7626422840082104,0.8333333333333334,0.7604387146430633,0.7968860239881984
commons-csv,DT,trad,0,Str,RUS,0.95550074,0.748833737637619,0.7962962962962963,0.7473542428324033,0.7718252695643498
commons-csv,LogisticRegression,trad,0,Str,RUS,0.95550074,0.7581638365366673,0.6604938271604939,0.7612083894554551,0.7108511083079745
commons-csv,MLP,trad,0,Str,RUS,0.95550074,0.8035081171860422,0.7222222222222222,0.8060419472772754,0.7641320847497487
commons-csv,RandomForest,trad,0,StrEvo,RUS,0.95550074,0.7880201530136219,0.845679012345679,0.7862228208581874,0.8159509166019332
commons-csv,DT,trad,0,StrEvo,RUS,0.95550074,0.7837283075200597,0.8209876543209876,0.7825668654993265,0.8017772599101571
commons-csv,LogisticRegression,trad,0,StrEvo,RUS,0.95550074,0.7497667475275238,0.6604938271604939,0.7525495478160478,0.7065216874882708
commons-csv,MLP,trad,0,StrEvo,RUS,0.95550074,0.8133980220190334,0.7407407407407407,0.8156628824321724,0.7782018115864566
commons-csv,RandomForest,trad,0,Evo,RUS,0.95550074,0.7251352864340362,0.6666666666666666,0.7269578603040215,0.6968122634853441
commons-csv,DT,trad,0,Evo,RUS,0.95550074,0.726068296323941,0.6666666666666666,0.7279199538195112,0.6972933102430888
commons-csv,LogisticRegression,trad,0,Evo,RUS,0.95550074,0.7850345213659264,0.382716049382716,0.7975755243409659,0.5901457868618409
commons-csv,MLP,trad,0,Evo,RUS,0.95550074,0.8445605523418548,0.4135802469135802,0.8579949971137194,0.6357876220136499
commons-csv,RandomForest,trad,0,Str,ENN,0.95550074,0.9087516327673072,0.5185185185185185,0.9209159130267462,0.7197172157726325
commons-csv,DT,trad,0,Str,ENN,0.95550074,0.8290725881694346,0.5617283950617284,0.8374061958822397,0.699567295471984
commons-csv,LogisticRegression,trad,0,Str,ENN,0.95550074,0.7889531629035268,0.6790123456790124,0.7923802193573215,0.7356962825181669
commons-csv,MLP,trad,0,Str,ENN,0.95550074,0.9535361074827392,0.1851851851851851,0.9774870117375408,0.581336098461363
commons-csv,RandomForest,trad,0,StrEvo,ENN,0.95550074,0.9479380481433104,0.4938271604938271,0.9620935154897056,0.7279603379917663
commons-csv,DT,trad,0,StrEvo,ENN,0.95550074,0.916588915842508,0.654320987654321,0.9247642870887052,0.7895426373715131
commons-csv,LogisticRegression,trad,0,StrEvo,ENN,0.95550074,0.7971636499346894,0.6666666666666666,0.8012314796998268,0.7339490731832466
commons-csv,MLP,trad,0,StrEvo,ENN,0.95550074,0.9615599925359208,0.382716049382716,0.9796036174716184,0.6811598334271671
commons-csv,RandomForest,trad,0,Evo,ENN,0.95550074,0.793618212353051,0.5493827160493827,0.8012314796998268,0.6753070978746047
commons-csv,DT,trad,0,Evo,ENN,0.95550074,0.78764694905766,0.5617283950617284,0.7946892437944968,0.6782088194281126
commons-csv,LogisticRegression,trad,0,Evo,ENN,0.95550074,0.6531069229333831,0.4876543209876543,0.6582643832980566,0.5729593521428554
commons-csv,MLP,trad,0,Evo,ENN,0.95550074,0.9697704795670834,0.0,1.0,0.5
commons-csv,RandomForest,trad,0,Str,TL,0.95550074,0.9094980406792312,0.4506172839506173,0.9238021935732154,0.6872097387619163
commons-csv,DT,trad,0,Str,TL,0.95550074,0.8410151147602165,0.6111111111111112,0.8481816432557244,0.7296463771834177
commons-csv,LogisticRegression,trad,0,Str,TL,0.95550074,0.804254525097966,0.654320987654321,0.8089282278237445,0.7316246077390327
commons-csv,MLP,trad,0,Str,TL,0.95550074,0.9695838775891024,0.0123456790123456,0.9994227438907062,0.505884211451526
commons-csv,RandomForest,trad,0,StrEvo,TL,0.95550074,0.9544691173726442,0.3888888888888889,0.9720992880507984,0.6804940884698437
commons-csv,DT,trad,0,StrEvo,TL,0.95550074,0.927785034521366,0.5925925925925926,0.9382335963055608,0.7654130944490767
commons-csv,LogisticRegression,trad,0,StrEvo,TL,0.95550074,0.7995894756484418,0.6604938271604939,0.803925341543198,0.7322095843518459
commons-csv,MLP,trad,0,StrEvo,TL,0.95550074,0.9701436835230454,0.074074074074074,0.9980758129690206,0.5360749435215473
commons-csv,RandomForest,trad,0,Evo,TL,0.95550074,0.748833737637619,0.6234567901234568,0.7527419665191457,0.6880993783213014
commons-csv,DT,trad,0,Evo,TL,0.95550074,0.743049076320209,0.6358024691358025,0.7463921493169136,0.6910973092263581
commons-csv,LogisticRegression,trad,0,Evo,TL,0.95550074,0.4103377495801455,0.7098765432098766,0.4010005772561092,0.555438560232993
commons-csv,MLP,trad,0,Evo,TL,0.95550074,0.9697704795670834,0.0,1.0,0.5
commons-csv,RandomForest,slw,2,Str,NONE,0.95818932,0.9208359721342622,0.3987730061349693,0.939440314822912,0.6691066604789407
commons-csv,DT,slw,2,Str,NONE,0.95818932,0.8577158539159806,0.3987730061349693,0.8740708351552252,0.6364219206450973
commons-csv,LogisticRegression,slw,2,Str,NONE,0.95818932,0.9655900358876928,0.0,1.0,0.5
commons-csv,MLP,slw,2,Str,NONE,0.95818932,0.9630567869959892,0.0245398773006134,0.9965019676432006,0.5105209224719072
commons-csv,RandomForest,slw,2,StrEvo,NONE,0.95818932,0.9620012666244458,0.4785276073619632,0.979230432881504,0.7288790201217337
commons-csv,DT,slw,2,StrEvo,NONE,0.95818932,0.9411019632678912,0.5766871165644172,0.9540883253170092,0.7653877209407131
commons-csv,LogisticRegression,slw,2,StrEvo,NONE,0.95818932,0.9655900358876928,0.0061349693251533,0.9997813729777,0.5029581711514267
commons-csv,MLP,slw,2,StrEvo,NONE,0.95818932,0.9662233481106184,0.2147239263803681,0.9930039352864014,0.6038639308333849
commons-csv,RandomForest,slw,2,Evo,NONE,0.95818932,0.757019210470762,0.656441717791411,0.7606034105815479,0.7085225641864794
commons-csv,DT,slw,2,Evo,NONE,0.95818932,0.7538526493561326,0.6687116564417178,0.7568867512024486,0.7127992038220833
commons-csv,LogisticRegression,slw,2,Evo,NONE,0.95818932,0.9655900358876928,0.0,1.0,0.5
commons-csv,MLP,slw,2,Evo,NONE,0.95818932,0.9655900358876928,0.0,1.0,0.5
commons-csv,RandomForest,slw,2,Str,RUS,0.95818932,0.7318978256280346,0.8404907975460123,0.7280279842588544,0.7842593909024334
commons-csv,DT,slw,2,Str,RUS,0.95818932,0.7061431285623813,0.656441717791411,0.7079142982072584,0.6821780079993347
commons-csv,LogisticRegression,slw,2,Str,RUS,0.95818932,0.7255647033987755,0.6871165644171779,0.7269348491473546,0.7070257067822663
commons-csv,MLP,slw,2,Str,RUS,0.95818932,0.7207093096896771,0.8282208588957055,0.7168780061215566,0.7725494325086311
commons-csv,RandomForest,slw,2,StrEvo,RUS,0.95818932,0.7857293645767364,0.8650306748466258,0.7829033668561434,0.8239670208513845
commons-csv,DT,slw,2,StrEvo,RUS,0.95818932,0.7698965590035888,0.8159509202453987,0.7682553563620463,0.7921031383037226
commons-csv,LogisticRegression,slw,2,StrEvo,RUS,0.95818932,0.7158539159805785,0.754601226993865,0.7144731088762571,0.7345371679350611
commons-csv,MLP,slw,2,StrEvo,RUS,0.95818932,0.7584969389909225,0.8282208588957055,0.7560122431132488,0.7921165510044772
commons-csv,RandomForest,slw,2,Evo,RUS,0.95818932,0.7291534726620224,0.6932515337423313,0.7304328815041539,0.7118422076232426
commons-csv,DT,slw,2,Evo,RUS,0.95818932,0.755330377876293,0.6503067484662577,0.7590730214254482,0.7046898849458529
commons-csv,LogisticRegression,slw,2,Evo,RUS,0.95818932,0.5347266202237703,0.6134969325153374,0.5319195452557937,0.5727082388855655
commons-csv,MLP,slw,2,Evo,RUS,0.95818932,0.7929069031032299,0.5337423312883436,0.8021425448185395,0.6679424380534416
commons-csv,RandomForest,slw,2,Str,NONE,0.95818932,0.9208359721342622,0.3987730061349693,0.939440314822912,0.6691066604789407
commons-csv,DT,slw,2,Str,NONE,0.95818932,0.8577158539159806,0.3987730061349693,0.8740708351552252,0.6364219206450973
commons-csv,LogisticRegression,slw,2,Str,NONE,0.95818932,0.9655900358876928,0.0,1.0,0.5
commons-csv,MLP,slw,2,Str,NONE,0.95818932,0.9630567869959892,0.0245398773006134,0.9965019676432006,0.5105209224719072
commons-csv,RandomForest,slw,2,StrEvo,NONE,0.95818932,0.9620012666244458,0.4785276073619632,0.979230432881504,0.7288790201217337
commons-csv,DT,slw,2,StrEvo,NONE,0.95818932,0.9411019632678912,0.5766871165644172,0.9540883253170092,0.7653877209407131
commons-csv,LogisticRegression,slw,2,StrEvo,NONE,0.95818932,0.9655900358876928,0.0061349693251533,0.9997813729777,0.5029581711514267
commons-csv,MLP,slw,2,StrEvo,NONE,0.95818932,0.9662233481106184,0.2147239263803681,0.9930039352864014,0.6038639308333849
commons-csv,RandomForest,slw,2,Evo,NONE,0.95818932,0.757019210470762,0.656441717791411,0.7606034105815479,0.7085225641864794
commons-csv,DT,slw,2,Evo,NONE,0.95818932,0.7538526493561326,0.6687116564417178,0.7568867512024486,0.7127992038220833
commons-csv,LogisticRegression,slw,2,Evo,NONE,0.95818932,0.9655900358876928,0.0,1.0,0.5
commons-csv,MLP,slw,2,Evo,NONE,0.95818932,0.9655900358876928,0.0,1.0,0.5
commons-csv,RandomForest,slw,2,Str,RUS,0.95818932,0.7318978256280346,0.8404907975460123,0.7280279842588544,0.7842593909024334
commons-csv,DT,slw,2,Str,RUS,0.95818932,0.7061431285623813,0.656441717791411,0.7079142982072584,0.6821780079993347
commons-csv,LogisticRegression,slw,2,Str,RUS,0.95818932,0.7255647033987755,0.6871165644171779,0.7269348491473546,0.7070257067822663
commons-csv,MLP,slw,2,Str,RUS,0.95818932,0.7207093096896771,0.8282208588957055,0.7168780061215566,0.7725494325086311
commons-csv,RandomForest,slw,2,StrEvo,RUS,0.95818932,0.7857293645767364,0.8650306748466258,0.7829033668561434,0.8239670208513845
commons-csv,DT,slw,2,StrEvo,RUS,0.95818932,0.7698965590035888,0.8159509202453987,0.7682553563620463,0.7921031383037226
commons-csv,LogisticRegression,slw,2,StrEvo,RUS,0.95818932,0.7158539159805785,0.754601226993865,0.7144731088762571,0.7345371679350611
commons-csv,MLP,slw,2,StrEvo,RUS,0.95818932,0.7584969389909225,0.8282208588957055,0.7560122431132488,0.7921165510044772
commons-csv,RandomForest,slw,2,Evo,RUS,0.95818932,0.7291534726620224,0.6932515337423313,0.7304328815041539,0.7118422076232426
commons-csv,DT,slw,2,Evo,RUS,0.95818932,0.755330377876293,0.6503067484662577,0.7590730214254482,0.7046898849458529
commons-csv,LogisticRegression,slw,2,Evo,RUS,0.95818932,0.5347266202237703,0.6134969325153374,0.5319195452557937,0.5727082388855655
commons-csv,MLP,slw,2,Evo,RUS,0.95818932,0.7929069031032299,0.5337423312883436,0.8021425448185395,0.6679424380534416
commons-csv,RandomForest,slw,2,Str,ENN,0.95818932,0.8959256913658433,0.588957055214724,0.9068648885002186,0.7479109718574714
commons-csv,DT,slw,2,Str,ENN,0.95818932,0.8480050664977834,0.5521472392638037,0.8585483165719283,0.705347777917866
commons-csv,LogisticRegression,slw,2,Str,ENN,0.95818932,0.9639012032932236,0.0306748466257668,0.9971578487101006,0.5139163476679338
commons-csv,MLP,slw,2,Str,ENN,0.95818932,0.937724298078953,0.3435582822085889,0.9588981198076082,0.6512282010080985
commons-csv,RandomForest,slw,2,StrEvo,ENN,0.95818932,0.9512349588347055,0.5644171779141104,0.965019676432007,0.7647184271730587
commons-csv,DT,slw,2,StrEvo,ENN,0.95818932,0.9385687143761876,0.6503067484662577,0.9488412767818102,0.7995740126240339
commons-csv,LogisticRegression,slw,2,StrEvo,ENN,0.95818932,0.9639012032932236,0.0552147239263803,0.9962833406209008,0.5257490322736406
commons-csv,MLP,slw,2,StrEvo,ENN,0.95818932,0.957356976989656,0.4723926380368098,0.9746392654132052,0.7235159517250075
commons-csv,RandomForest,slw,2,Evo,ENN,0.95818932,0.7572303145450707,0.6625766871165644,0.7606034105815479,0.7115900488490562
commons-csv,DT,slw,2,Evo,ENN,0.95818932,0.7540637534304412,0.6748466257668712,0.7568867512024486,0.71586668848466
commons-csv,LogisticRegression,slw,2,Evo,ENN,0.95818932,0.9655900358876928,0.0,1.0,0.5
commons-csv,MLP,slw,2,Evo,ENN,0.95818932,0.9655900358876928,0.0,1.0,0.5
commons-csv,RandomForest,slw,2,Str,TL,0.95818932,0.9189360354654844,0.3496932515337423,0.939221687800612,0.6444574696671772
commons-csv,DT,slw,2,Str,TL,0.95818932,0.852860460206882,0.4601226993865031,0.8668561434193266,0.6634894214029149
commons-csv,LogisticRegression,slw,2,Str,TL,0.95818932,0.9655900358876928,0.0,1.0,0.5
commons-csv,MLP,slw,2,Str,TL,0.95818932,0.9645345155161494,0.0245398773006134,0.9980323567993004,0.511286117049957
commons-csv,RandomForest,slw,2,StrEvo,TL,0.95818932,0.958412497361199,0.4355828220858895,0.9770441626585046,0.706313492372197
commons-csv,DT,slw,2,StrEvo,TL,0.95818932,0.939413130673422,0.588957055214724,0.9519020550940096,0.7704295551543667
commons-csv,LogisticRegression,slw,2,StrEvo,TL,0.95818932,0.9655900358876928,0.0061349693251533,0.9997813729777,0.5029581711514267
commons-csv,MLP,slw,2,StrEvo,TL,0.95818932,0.965378931813384,0.294478527607362,0.989287275907302,0.6418829017573321
commons-csv,RandomForest,slw,2,Evo,TL,0.95818932,0.757019210470762,0.656441717791411,0.7606034105815479,0.7085225641864794
commons-csv,DT,slw,2,Evo,TL,0.95818932,0.7538526493561326,0.6687116564417178,0.7568867512024486,0.7127992038220833
commons-csv,LogisticRegression,slw,2,Evo,TL,0.95818932,0.9655900358876928,0.0,1.0,0.5
commons-csv,MLP,slw,2,Evo,TL,0.95818932,0.9655900358876928,0.0,1.0,0.5
commons-csv,RandomForest,slw,2,Str,ROS,0.95818932,0.8670044331855605,0.5828220858895705,0.8771316134674245,0.7299768496784975
commons-csv,DT,slw,2,Str,ROS,0.95818932,0.8640489761452396,0.50920245398773,0.8766943594228247,0.6929484067052774
commons-csv,LogisticRegression,slw,2,Str,ROS,0.95818932,0.7625079164027866,0.7116564417177914,0.7643200699606472,0.7379882558392192
commons-csv,MLP,slw,2,Str,ROS,0.95818932,0.7918513827316868,0.7975460122699386,0.7916484477481417,0.7945972300090401
commons-csv,RandomForest,slw,2,StrEvo,ROS,0.95818932,0.9417352754908168,0.6196319018404908,0.9532138172278094,0.78642285953415
commons-csv,DT,slw,2,StrEvo,ROS,0.95818932,0.9430018999366688,0.588957055214724,0.9556187144731088,0.7722878848439164
commons-csv,LogisticRegression,slw,2,StrEvo,ROS,0.95818932,0.7724298078952924,0.7361963190184049,0.7737210319195452,0.754958675468975
commons-csv,MLP,slw,2,StrEvo,ROS,0.95818932,0.9123918091619168,0.7668711656441718,0.9175776125929164,0.8422243891185441
commons-csv,RandomForest,slw,2,Evo,ROS,0.95818932,0.7538526493561326,0.6687116564417178,0.7568867512024486,0.7127992038220833
commons-csv,DT,slw,2,Evo,ROS,0.95818932,0.7538526493561326,0.6687116564417178,0.7568867512024486,0.7127992038220833
commons-csv,LogisticRegression,slw,2,Evo,ROS,0.95818932,0.5305045387375976,0.588957055214724,0.5284215128989943,0.5586892840568591
commons-csv,MLP,slw,2,Evo,ROS,0.95818932,0.7606079797340088,0.656441717791411,0.7643200699606472,0.7103808938760291
commons-csv,RandomForest,slw,2,Str,SMOTE,0.95818932,0.9119696010132996,0.3496932515337423,0.9320069960647136,0.6408501237992279
commons-csv,DT,slw,2,Str,SMOTE,0.95818932,0.7815072830905636,0.4294478527607362,0.7940533449934412,0.6117505988770886
commons-csv,LogisticRegression,slw,2,Str,SMOTE,0.95818932,0.7557525860249102,0.6871165644171779,0.7581985133362483,0.7226575388767131
commons-csv,MLP,slw,2,Str,SMOTE,0.95818932,0.8157061431285624,0.7300613496932515,0.8187581985133362,0.7744097741032939
commons-csv,RandomForest,slw,2,StrEvo,SMOTE,0.95818932,0.95672366476673,0.4417177914110429,0.9750765194578048,0.708397155434424
commons-csv,DT,slw,2,StrEvo,SMOTE,0.95818932,0.8786151572725354,0.3496932515337423,0.8974639265413205,0.6235785890375314
commons-csv,LogisticRegression,slw,2,StrEvo,SMOTE,0.95818932,0.781296179016255,0.7239263803680982,0.7833406209007433,0.7536335006344207
commons-csv,MLP,slw,2,StrEvo,SMOTE,0.95818932,0.9176694110196328,0.7177914110429447,0.9247923043288152,0.8212918576858799
commons-csv,RandomForest,slw,2,Evo,SMOTE,0.95818932,0.7859404686510449,0.6196319018404908,0.7918670747704416,0.7057494883054662
commons-csv,DT,slw,2,Evo,SMOTE,0.95818932,0.7855182605024277,0.6196319018404908,0.7914298207258417,0.7055308612831661
commons-csv,LogisticRegression,slw,2,Evo,SMOTE,0.95818932,0.5305045387375976,0.588957055214724,0.5284215128989943,0.5586892840568591
commons-csv,MLP,slw,2,Evo,SMOTE,0.95818932,0.7475195271268735,0.6809815950920245,0.74989068648885,0.7154361407904373
commons-csv,RandomForest,slw,2,Str,ADA,0.95818932,0.9115473928646824,0.3680981595092024,0.9309138609532138,0.6495060102312081
commons-csv,DT,slw,2,Str,ADA,0.95818932,0.8216170572092041,0.4294478527607362,0.8355924792304329,0.6325201659955846
commons-csv,LogisticRegression,slw,2,Str,ADA,0.95818932,0.7422419252691577,0.7055214723926381,0.7435505028421513,0.7245359876173947
commons-csv,MLP,slw,2,Str,ADA,0.95818932,0.7903736542115263,0.7484662576687117,0.7918670747704416,0.7701666662195766
commons-csv,RandomForest,slw,2,StrEvo,ADA,0.95818932,0.9541904158750264,0.50920245398773,0.970048097944906,0.739625275966318
commons-csv,DT,slw,2,StrEvo,ADA,0.95818932,0.8838927591302512,0.6257668711656442,0.8930913860953213,0.7594291286304826
commons-csv,LogisticRegression,slw,2,StrEvo,ADA,0.95818932,0.7669411019632679,0.7300613496932515,0.7682553563620463,0.7491583530276489
commons-csv,MLP,slw,2,StrEvo,ADA,0.95818932,0.9208359721342622,0.6932515337423313,0.9289462177525142,0.8110988757474227
commons-csv,RandomForest,slw,2,Evo,ADA,0.95818932,0.774963056786996,0.6257668711656442,0.780279842588544,0.7030233568770942
commons-csv,DT,slw,2,Evo,ADA,0.95818932,0.774963056786996,0.6257668711656442,0.780279842588544,0.7030233568770942
commons-csv,LogisticRegression,slw,2,Evo,ADA,0.95818932,0.5368376609668567,0.5521472392638037,0.5362920857017928,0.5442196624827982
commons-csv,MLP,slw,2,Evo,ADA,0.95818932,0.7479417352754908,0.6687116564417178,0.7507651945780498,0.7097384255098839
commons-csv,RandomForest,slw,3,Str,NONE,0.95818932,0.9126043039086518,0.2327044025157232,0.9372013651877134,0.5849528838517183
commons-csv,DT,slw,3,Str,NONE,0.95818932,0.8511198945981555,0.4339622641509434,0.8662116040955632,0.6500869341232534
commons-csv,LogisticRegression,slw,3,Str,NONE,0.95818932,0.9650856389986824,0.0,1.0,0.5
commons-csv,MLP,slw,3,Str,NONE,0.95818932,0.9672815107597716,0.1132075471698113,0.998179749715586,0.5556936484426986
commons-csv,RandomForest,slw,3,StrEvo,NONE,0.95818932,0.9475186649099692,0.1635220125786163,0.9758816837315132,0.5697018481550647
commons-csv,DT,slw,3,StrEvo,NONE,0.95818932,0.940491875274484,0.4528301886792453,0.9581342434584756,0.7054822160688603
commons-csv,LogisticRegression,slw,3,StrEvo,NONE,0.95818932,0.9642072902942468,0.0062893081761006,0.9988623435722412,0.5025758258741709
commons-csv,MLP,slw,3,StrEvo,NONE,0.95818932,0.966183574879227,0.3962264150943396,0.9868031854379976,0.6915148002661687
commons-csv,RandomForest,slw,3,Evo,NONE,0.95818932,0.7938076416337286,0.6792452830188679,0.7979522184300342,0.7385987507244509
commons-csv,DT,slw,3,Evo,NONE,0.95818932,0.7782169521299956,0.6918238993710691,0.7813424345847554,0.7365831669779123
commons-csv,LogisticRegression,slw,3,Evo,NONE,0.95818932,0.9650856389986824,0.0,1.0,0.5
commons-csv,MLP,slw,3,Evo,NONE,0.95818932,0.9650856389986824,0.0,1.0,0.5
commons-csv,RandomForest,slw,3,Str,RUS,0.95818932,0.7547211242863416,0.7735849056603774,0.7540386803185438,0.7638117929894607
commons-csv,DT,slw,3,Str,RUS,0.95818932,0.7632850241545893,0.6855345911949685,0.7660978384527872,0.7258162148238779
commons-csv,LogisticRegression,slw,3,Str,RUS,0.95818932,0.7551602986385595,0.6855345911949685,0.757679180887372,0.7216068860411702
commons-csv,MLP,slw,3,Str,RUS,0.95818932,0.730566534914361,0.8427672955974843,0.7265073947667804,0.7846373451821324
commons-csv,RandomForest,slw,3,StrEvo,RUS,0.95818932,0.7733860342555995,0.8050314465408805,0.7722411831626849,0.7886363148517826
commons-csv,DT,slw,3,StrEvo,RUS,0.95818932,0.7768994290733421,0.7987421383647799,0.7761092150170649,0.7874256766909224
commons-csv,LogisticRegression,slw,3,StrEvo,RUS,0.95818932,0.7652613087395697,0.7421383647798742,0.7660978384527872,0.7541181016163306
commons-csv,MLP,slw,3,StrEvo,RUS,0.95818932,0.800614844093105,0.8490566037735849,0.7988623435722412,0.823959473672913
commons-csv,RandomForest,slw,3,Evo,RUS,0.95818932,0.543917435221783,0.89937106918239,0.5310580204778157,0.7152145448301028
commons-csv,DT,slw,3,Evo,RUS,0.95818932,0.6060606060606061,0.8176100628930818,0.5984072810011376,0.7080086719471097
commons-csv,LogisticRegression,slw,3,Evo,RUS,0.95818932,0.5867369345630216,0.6415094339622641,0.5847554038680318,0.6131324189151479
commons-csv,MLP,slw,3,Evo,RUS,0.95818932,0.7863416776460255,0.6289308176100629,0.7920364050056883,0.7104836113078755
commons-csv,RandomForest,slw,3,Str,ENN,0.95818932,0.8950373298199386,0.4528301886792453,0.9110352673492604,0.681932728014253
commons-csv,DT,slw,3,Str,ENN,0.95818932,0.8432147562582345,0.559748427672956,0.8534698521046644,0.7066091398888102
commons-csv,LogisticRegression,slw,3,Str,ENN,0.95818932,0.9637681159420288,0.0251572327044025,0.9977246871444824,0.5114409599244424
commons-csv,MLP,slw,3,Str,ENN,0.95818932,0.9446640316205532,0.3459119496855345,0.966325369738339,0.6561186597119368
commons-csv,RandomForest,slw,3,StrEvo,ENN,0.95818932,0.9407114624505928,0.3459119496855345,0.9622298065984072,0.654070878141971
commons-csv,DT,slw,3,StrEvo,ENN,0.95818932,0.9391743522178304,0.5723270440251572,0.9524459613196816,0.7623865026724194
commons-csv,LogisticRegression,slw,3,StrEvo,ENN,0.95818932,0.96354852876592,0.0377358490566037,0.9970420932878272,0.5173889711722154
commons-csv,MLP,slw,3,StrEvo,ENN,0.95818932,0.9516908212560388,0.5094339622641509,0.9676905574516496,0.7385622598579002
commons-csv,RandomForest,slw,3,Evo,ENN,0.95818932,0.7876592007026789,0.6729559748427673,0.7918088737201365,0.732382424281452
commons-csv,DT,slw,3,Evo,ENN,0.95818932,0.7725076855511638,0.6981132075471698,0.7751990898748577,0.7366561487110138
commons-csv,LogisticRegression,slw,3,Evo,ENN,0.95818932,0.9650856389986824,0.0,1.0,0.5
commons-csv,MLP,slw,3,Evo,ENN,0.95818932,0.9488361879666228,0.0188679245283018,0.9824800910125142,0.500674007770408
commons-csv,RandomForest,slw,3,Str,TL,0.95818932,0.9084321475625824,0.2767295597484276,0.9312855517633676,0.6040075557558976
commons-csv,DT,slw,3,Str,TL,0.95818932,0.8517786561264822,0.4842767295597484,0.8650739476678043,0.6746753386137764
commons-csv,LogisticRegression,slw,3,Str,TL,0.95818932,0.9650856389986824,0.0,1.0,0.5
commons-csv,MLP,slw,3,Str,TL,0.95818932,0.9653052261747914,0.1257861635220125,0.9956769055745164,0.5607315345482645
commons-csv,RandomForest,slw,3,StrEvo,TL,0.95818932,0.9483970136144048,0.1886792452830188,0.9758816837315132,0.5822804645072659
commons-csv,DT,slw,3,StrEvo,TL,0.95818932,0.942907334211682,0.4716981132075472,0.9599544937428895,0.7158263034752185
commons-csv,LogisticRegression,slw,3,StrEvo,TL,0.95818932,0.9642072902942468,0.0062893081761006,0.9988623435722412,0.5025758258741709
commons-csv,MLP,slw,3,StrEvo,TL,0.95818932,0.966183574879227,0.4465408805031446,0.9849829351535836,0.7157619078283642
commons-csv,RandomForest,slw,3,Evo,TL,0.95818932,0.7938076416337286,0.6792452830188679,0.7979522184300342,0.7385987507244509
commons-csv,DT,slw,3,Evo,TL,0.95818932,0.7782169521299956,0.6918238993710691,0.7813424345847554,0.7365831669779123
commons-csv,LogisticRegression,slw,3,Evo,TL,0.95818932,0.9650856389986824,0.0,1.0,0.5
commons-csv,MLP,slw,3,Evo,TL,0.95818932,0.9650856389986824,0.0,1.0,0.5
commons-csv,RandomForest,slw,3,Str,ROS,0.95818932,0.8583662714097496,0.4339622641509434,0.8737201365187713,0.6538412003348575
commons-csv,DT,slw,3,Str,ROS,0.95818932,0.8539745278875713,0.4968553459119497,0.8668941979522184,0.6818747719320841
commons-csv,LogisticRegression,slw,3,Str,ROS,0.95818932,0.7406675450153711,0.8113207547169812,0.7381114903299204,0.7747161225234508
commons-csv,MLP,slw,3,Str,ROS,0.95818932,0.8482652613087396,0.6981132075471698,0.8536973833902162,0.775905295468693
commons-csv,RandomForest,slw,3,StrEvo,ROS,0.95818932,0.940052700922266,0.3081761006289308,0.9629124004550624,0.6355442505419966
commons-csv,DT,slw,3,StrEvo,ROS,0.95818932,0.940052700922266,0.4276729559748428,0.958589306029579,0.6931311310022109
commons-csv,LogisticRegression,slw,3,StrEvo,ROS,0.95818932,0.7632850241545893,0.7861635220125787,0.7624573378839591,0.7743104299482689
commons-csv,MLP,slw,3,StrEvo,ROS,0.95818932,0.9387351778656128,0.6163522012578616,0.9503981797497156,0.7833751905037886
commons-csv,RandomForest,slw,3,Evo,ROS,0.95818932,0.7955643390425999,0.6855345911949685,0.7995449374288964,0.7425397643119326
commons-csv,DT,slw,3,Evo,ROS,0.95818932,0.7955643390425999,0.6855345911949685,0.7995449374288964,0.7425397643119326
commons-csv,LogisticRegression,slw,3,Evo,ROS,0.95818932,0.5588493631971893,0.610062893081761,0.5569965870307167,0.5835297400562389
commons-csv,MLP,slw,3,Evo,ROS,0.95818932,0.5948616600790514,0.8364779874213837,0.5861205915813424,0.7112992895013631
commons-csv,RandomForest,slw,3,Str,SMOTE,0.95818932,0.9356609574000878,0.2893081761006289,0.9590443686006824,0.6241762723506558
commons-csv,DT,slw,3,Str,SMOTE,0.95818932,0.9262187088274044,0.2641509433962264,0.9501706484641638,0.6071607959301951
commons-csv,LogisticRegression,slw,3,Str,SMOTE,0.95818932,0.7360562143170839,0.7987421383647799,0.7337883959044369,0.7662652671346084
commons-csv,MLP,slw,3,Str,SMOTE,0.95818932,0.8794466403162056,0.5723270440251572,0.8905574516496019,0.7314422478373795
commons-csv,RandomForest,slw,3,StrEvo,SMOTE,0.95818932,0.9552042160737813,0.3018867924528302,0.978839590443686,0.640363191448258
commons-csv,DT,slw,3,StrEvo,SMOTE,0.95818932,0.9264382960035134,0.440251572327044,0.9440273037542662,0.6921394380406551
commons-csv,LogisticRegression,slw,3,StrEvo,SMOTE,0.95818932,0.7705314009661836,0.7735849056603774,0.7704209328782707,0.7720029192693241
commons-csv,MLP,slw,3,StrEvo,SMOTE,0.95818932,0.9433465085639,0.4968553459119497,0.9594994311717862,0.728177388541868
commons-csv,RandomForest,slw,3,Evo,SMOTE,0.95818932,0.8199385155906895,0.5660377358490566,0.8291240045506257,0.6975808701998412
commons-csv,DT,slw,3,Evo,SMOTE,0.95818932,0.8199385155906895,0.559748427672956,0.8293515358361775,0.6945499817545668
commons-csv,LogisticRegression,slw,3,Evo,SMOTE,0.95818932,0.5573122529644269,0.610062893081761,0.5554038680318544,0.5827333805568077
