Dataset,Algoritm,Approach,window,model,resample,F1-Score,Accuracy,Sensitivity,Specificity,ROC AUC score
pdfbox,LogisticRegression,trad,0,Evo,NONE,0.8737736,0.8621786548948325,0.4976141785957736,0.9005524861878453,0.6990833323918095
pdfbox,MLP,trad,0,Evo,NONE,0.8737736,0.9047649961049078,0.0,1.0,0.5
pdfbox,DT,trad,0,Str,ROS,0.8737736,0.8268306933264087,0.8991138377641446,0.8192222142498385,0.8591680260069915
pdfbox,RandomForest,trad,0,Str,ROS,0.8737736,0.8282913528953518,0.9011588275391956,0.8206213675826936,0.8608900975609445
pdfbox,LogisticRegression,trad,0,Str,ROS,0.8737736,0.7003700337574656,0.543626448534424,0.7168687665925235,0.6302476075634738
pdfbox,MLP,trad,0,Str,ROS,0.8737736,0.7921643728901584,0.7689161554192229,0.7946114658821841,0.7817638106507034
pdfbox,DT,trad,0,StrEvo,ROS,0.8737736,0.900220721890418,0.878323108384458,0.9025256511444356,0.8904243797644469
pdfbox,RandomForest,trad,0,StrEvo,ROS,0.8737736,0.9039859776681382,0.8687798227675528,0.907691755758054,0.8882357892628034
pdfbox,LogisticRegression,trad,0,StrEvo,ROS,0.8737736,0.7675279148273175,0.7055214723926381,0.7740546746071608,0.7397880734998994
pdfbox,MLP,trad,0,StrEvo,ROS,0.8737736,0.8203388730199948,0.8534423994546694,0.8168544163019301,0.8351484078782997
pdfbox,DT,trad,0,Evo,ROS,0.8737736,0.8621786548948325,0.4976141785957736,0.9005524861878453,0.6990833323918095
pdfbox,RandomForest,trad,0,Evo,ROS,0.8737736,0.8621786548948325,0.4976141785957736,0.9005524861878453,0.6990833323918095
pdfbox,LogisticRegression,trad,0,Evo,ROS,0.8737736,0.8621786548948325,0.4976141785957736,0.9005524861878453,0.6990833323918095
pdfbox,MLP,trad,0,Evo,ROS,0.8737736,0.8621786548948325,0.4976141785957736,0.9005524861878453,0.6990833323918095
pdfbox,RandomForest,trad,0,Str,SMOTE,0.8737736,0.8560763438068034,0.6741649625085208,0.8752242232905216,0.7746945928995213
pdfbox,DT,trad,0,Str,SMOTE,0.8737736,0.8496169826019215,0.6809815950920245,0.8673674391906436,0.7741745171413341
pdfbox,LogisticRegression,trad,0,Str,SMOTE,0.8737736,0.7008893793819787,0.5429447852760736,0.7175145296692258,0.6302296574726497
pdfbox,MLP,trad,0,Str,SMOTE,0.8737736,0.7963515969877953,0.6987048398091343,0.8066298342541437,0.7526673370316389
pdfbox,RandomForest,trad,0,StrEvo,SMOTE,0.8737736,0.9432290314204104,0.7569870483980914,0.962832747363134,0.8599098978806127
pdfbox,DT,trad,0,StrEvo,SMOTE,0.8737736,0.9373863931446378,0.7590320381731425,0.9561598622372104,0.8575959502051763
pdfbox,LogisticRegression,trad,0,StrEvo,SMOTE,0.8737736,0.7580498571799532,0.7102931152010906,0.7630767023032217,0.7366849087521561
pdfbox,MLP,trad,0,StrEvo,SMOTE,0.8737736,0.8438392625292132,0.7784594410361282,0.8507211021023176,0.8145902715692229
pdfbox,RandomForest,trad,0,Evo,SMOTE,0.8737736,0.8621786548948325,0.4976141785957736,0.9005524861878453,0.6990833323918095
pdfbox,DT,trad,0,Evo,SMOTE,0.8737736,0.8621786548948325,0.4976141785957736,0.9005524861878453,0.6990833323918095
pdfbox,LogisticRegression,trad,0,Evo,SMOTE,0.8737736,0.8621786548948325,0.4976141785957736,0.9005524861878453,0.6990833323918095
pdfbox,MLP,trad,0,Evo,SMOTE,0.8737736,0.8621786548948325,0.4976141785957736,0.9005524861878453,0.6990833323918095
pdfbox,RandomForest,trad,0,Str,ADA,0.8737736,0.8528304336535965,0.7075664621676891,0.8681208294467962,0.7878436458072428
pdfbox,DT,trad,0,Str,ADA,0.8737736,0.8099519605297325,0.7658486707566462,0.814594245533472,0.7902214581450591
pdfbox,LogisticRegression,trad,0,Str,ADA,0.8737736,0.6992664243053752,0.5664621676891616,0.7132453182176939,0.6398537429534278
pdfbox,MLP,trad,0,Str,ADA,0.8737736,0.7919371591794339,0.7140422631220177,0.8001363277606371,0.7570892954413274
pdfbox,RandomForest,trad,0,StrEvo,ADA,0.8737736,0.9344975331082837,0.7702794819359237,0.951783023606228,0.8610312527710758
pdfbox,DT,trad,0,StrEvo,ADA,0.8737736,0.9209620877694106,0.7736877982276755,0.93646408839779,0.8550759433127328
pdfbox,LogisticRegression,trad,0,StrEvo,ADA,0.8737736,0.7275383017398078,0.7464212678936605,0.7255506924015211,0.7359859801475908
pdfbox,MLP,trad,0,StrEvo,ADA,0.8737736,0.8454946767073488,0.7798227675528289,0.8524072612470402,0.8161150143999346
pdfbox,RandomForest,trad,0,Evo,ADA,0.8737736,0.4204752012464295,0.854464894342195,0.3747937145727201,0.6146293044574576
pdfbox,DT,trad,0,Evo,ADA,0.8737736,0.4204752012464295,0.854464894342195,0.3747937145727201,0.6146293044574576
pdfbox,LogisticRegression,trad,0,Evo,ADA,0.8737736,0.4204752012464295,0.854464894342195,0.3747937145727201,0.6146293044574576
pdfbox,MLP,trad,0,Evo,ADA,0.8737736,0.8621786548948325,0.4976141785957736,0.9005524861878453,0.6990833323918095
pdfbox,RandomForest,slw,2,Str,NONE,0.9193188,0.8628838992736791,0.7539979584892821,0.8761164406218988,0.8150571995555904
pdfbox,DT,slw,2,Str,NONE,0.9193188,0.8407255834531578,0.854712487240558,0.8390258021832616,0.8468691447119099
pdfbox,LogisticRegression,slw,2,Str,NONE,0.9193188,0.8902776241566198,0.0210956107519564,0.9959063843863712,0.5085009975691638
pdfbox,MLP,slw,2,Str,NONE,0.9193188,0.9033661468126682,0.3484178291936032,0.97080714521998,0.6596124872067918
pdfbox,RandomForest,slw,2,StrEvo,NONE,0.9193188,0.9507060428418684,0.8649200408302143,0.9611313264968574,0.913025683663536
pdfbox,DT,slw,2,StrEvo,NONE,0.9193188,0.9365483169265936,0.9064307587614836,0.9402084022494211,0.9233195805054524
pdfbox,LogisticRegression,slw,2,StrEvo,NONE,0.9193188,0.9052096007078864,0.2194624021776114,0.9885461462123718,0.6040042741949916
pdfbox,MLP,slw,2,StrEvo,NONE,0.9193188,0.9471297422851456,0.6995576726777816,0.9772163413827324,0.8383870070302569
pdfbox,RandomForest,slw,2,Evo,NONE,0.9193188,0.824945618110091,0.7642055120789384,0.832327158451869,0.7982663352654037
pdfbox,DT,slw,2,Evo,NONE,0.9193188,0.824945618110091,0.7642055120789384,0.832327158451869,0.7982663352654037
pdfbox,LogisticRegression,slw,2,Evo,NONE,0.9193188,0.8916417800390812,0.0,1.0,0.5
pdfbox,MLP,slw,2,Evo,NONE,0.9193188,0.8916417800390812,0.0,1.0,0.5
pdfbox,RandomForest,slw,2,Str,RUS,0.9193188,0.8159495631014269,0.8873766587274583,0.8072692689381409,0.8473229638327996
pdfbox,DT,slw,2,Str,RUS,0.9193188,0.8069166390148582,0.8135420210956108,0.8061114786635792,0.809826749879595
pdfbox,LogisticRegression,slw,2,Str,RUS,0.9193188,0.712789883125023,0.533514800952705,0.7345765795567317,0.6340456902547184
pdfbox,MLP,slw,2,Str,RUS,0.9193188,0.7352800206466836,0.8502892140183737,0.7213033410519352,0.7857962775351545
pdfbox,RandomForest,slw,2,StrEvo,RUS,0.9193188,0.8994948936327103,0.938074174889418,0.8948064836255375,0.916440329257478
pdfbox,DT,slw,2,StrEvo,RUS,0.9193188,0.8810972237584338,0.9115345355563116,0.8773982798544492,0.8944664077053806
pdfbox,LogisticRegression,slw,2,StrEvo,RUS,0.9193188,0.8016074917966302,0.8152432800272201,0.7999503804168046,0.8075968302220123
pdfbox,MLP,slw,2,StrEvo,RUS,0.9193188,0.8671975813884895,0.8376998979244641,0.8707823354283823,0.8542411166764231
pdfbox,RandomForest,slw,2,Evo,RUS,0.9193188,0.824945618110091,0.7642055120789384,0.832327158451869,0.7982663352654037
pdfbox,DT,slw,2,Evo,RUS,0.9193188,0.824945618110091,0.7642055120789384,0.832327158451869,0.7982663352654037
pdfbox,LogisticRegression,slw,2,Evo,RUS,0.9193188,0.824945618110091,0.7642055120789384,0.832327158451869,0.7982663352654037
pdfbox,MLP,slw,2,Evo,RUS,0.9193188,0.824945618110091,0.7642055120789384,0.832327158451869,0.7982663352654037
pdfbox,RandomForest,slw,2,Str,ENN,0.9193188,0.8508277107989529,0.8376998979244641,0.852423089646047,0.8450614937852555
pdfbox,DT,slw,2,Str,ENN,0.9193188,0.8381447479998525,0.8666212997618238,0.8346840886536553,0.8506526942077395
pdfbox,LogisticRegression,slw,2,Str,ENN,0.9193188,0.885595251262766,0.0503572643756379,0.9870989083691696,0.5187280863724039
pdfbox,MLP,slw,2,Str,ENN,0.9193188,0.8735021937101353,0.6195985028921401,0.9043582533906716,0.7619783781414059
pdfbox,RandomForest,slw,2,StrEvo,ENN,0.9193188,0.934446779486045,0.9149370534195304,0.936817730731062,0.9258773920752962
pdfbox,DT,slw,2,StrEvo,ENN,0.9193188,0.9257456771006156,0.9350119088125212,0.9246195831955012,0.9298157460040112
pdfbox,LogisticRegression,slw,2,StrEvo,ENN,0.9193188,0.9012646093721196,0.3157536577067029,0.972419781673834,0.6440867196902684
pdfbox,MLP,slw,2,StrEvo,ENN,0.9193188,0.934336172252332,0.7495746852670977,0.9567896129672512,0.8531821491171744
pdfbox,RandomForest,slw,2,Evo,ENN,0.9193188,0.5151716255576448,0.8931609390949302,0.4692358584187893,0.6811983987568597
pdfbox,DT,slw,2,Evo,ENN,0.9193188,0.5151716255576448,0.8931609390949302,0.4692358584187893,0.6811983987568597
pdfbox,LogisticRegression,slw,2,Evo,ENN,0.9193188,0.5356708328724699,0.6359305886355904,0.5234866027125372,0.5797085956740637
pdfbox,MLP,slw,2,Evo,ENN,0.9193188,0.5356708328724699,0.6359305886355904,0.5234866027125372,0.5797085956740637
pdfbox,RandomForest,slw,2,Str,TL,0.9193188,0.8624046012609224,0.7550187138482477,0.8754548461792921,0.8152367800137701
pdfbox,DT,slw,2,Str,TL,0.9193188,0.8404674999078273,0.8581150051037768,0.838322858087992,0.8482189315958844
pdfbox,LogisticRegression,slw,2,Str,TL,0.9193188,0.8903144932345242,0.0207553589656345,0.995989083691697,0.5083722213286658
pdfbox,MLP,slw,2,Str,TL,0.9193188,0.9034030158905726,0.3821027560394692,0.9667548792590144,0.6744288176492418
pdfbox,RandomForest,slw,2,StrEvo,TL,0.9193188,0.9497474468163551,0.8618577747533175,0.9604283824015878,0.9111430785774528
pdfbox,DT,slw,2,StrEvo,TL,0.9193188,0.937801865575342,0.910854031983668,0.9410767449553424,0.925965388469505
pdfbox,LogisticRegression,slw,2,StrEvo,TL,0.9193188,0.9050989934741732,0.2208234093228989,0.9882566986437314,0.6045400539833151
pdfbox,MLP,slw,2,StrEvo,TL,0.9193188,0.94513881207831,0.6903708744470909,0.9760999007608336,0.8332353876039622
pdfbox,RandomForest,slw,2,Evo,TL,0.9193188,0.824945618110091,0.7642055120789384,0.832327158451869,0.7982663352654037
pdfbox,DT,slw,2,Evo,TL,0.9193188,0.824945618110091,0.7642055120789384,0.832327158451869,0.7982663352654037
pdfbox,LogisticRegression,slw,2,Evo,TL,0.9193188,0.8916417800390812,0.0,1.0,0.5
pdfbox,MLP,slw,2,Evo,TL,0.9193188,0.8916417800390812,0.0,1.0,0.5
pdfbox,RandomForest,slw,2,Str,ROS,0.9193188,0.8482100062677432,0.8598162640353861,0.8467995368838902,0.8533079004596381
pdfbox,DT,slw,2,Str,ROS,0.9193188,0.846550897762047,0.8261313371895203,0.8490324181276877,0.837581877658604
pdfbox,LogisticRegression,slw,2,Str,ROS,0.9193188,0.7102459167496221,0.5410003402517863,0.7308137611644062,0.6359070507080962
pdfbox,MLP,slw,2,Str,ROS,0.9193188,0.8141429782841131,0.8594760122490643,0.8086338074760172,0.8340549098625408
pdfbox,RandomForest,slw,2,StrEvo,ROS,0.9193188,0.9458024554805884,0.9179993194964272,0.9491812768772744,0.9335902981868508
pdfbox,DT,slw,2,StrEvo,ROS,0.9193188,0.938318032666003,0.9013269819666552,0.9428134303671848,0.92207020616692
pdfbox,LogisticRegression,slw,2,StrEvo,ROS,0.9193188,0.7996902997456034,0.8189860496767608,0.7973453522990407,0.8081657009879007
pdfbox,MLP,slw,2,StrEvo,ROS,0.9193188,0.8926003760645946,0.9197005784280368,0.8893069798213695,0.9045037791247033
pdfbox,RandomForest,slw,2,Evo,ROS,0.9193188,0.824945618110091,0.7642055120789384,0.832327158451869,0.7982663352654037
pdfbox,DT,slw,2,Evo,ROS,0.9193188,0.824945618110091,0.7642055120789384,0.832327158451869,0.7982663352654037
pdfbox,LogisticRegression,slw,2,Evo,ROS,0.9193188,0.824945618110091,0.7642055120789384,0.832327158451869,0.7982663352654037
pdfbox,MLP,slw,2,Evo,ROS,0.9193188,0.824945618110091,0.7642055120789384,0.832327158451869,0.7982663352654037
pdfbox,RandomForest,slw,2,Str,SMOTE,0.9193188,0.8693728569848468,0.7560394692072133,0.8831458815745947,0.8195926753909041
pdfbox,DT,slw,2,Str,SMOTE,0.9193188,0.8041514581720312,0.7107859816264035,0.8154978498180615,0.7631419157222324
pdfbox,LogisticRegression,slw,2,Str,SMOTE,0.9193188,0.7099878332042916,0.5437223545423614,0.7301935163744625,0.6369579354584118
pdfbox,MLP,slw,2,Str,SMOTE,0.9193188,0.801386277329204,0.8693433140523987,0.793127687727423,0.831235500889911
pdfbox,RandomForest,slw,2,StrEvo,SMOTE,0.9193188,0.9559045828263836,0.8587955086764205,0.9677059212702612,0.913250714973341
pdfbox,DT,slw,2,StrEvo,SMOTE,0.9193188,0.6073811893964532,0.8397414086423953,0.5791432351968243,0.7094423219196099
pdfbox,LogisticRegression,slw,2,StrEvo,SMOTE,0.9193188,0.8003539431478819,0.8152432800272201,0.7985444922262653,0.8068938861267428
pdfbox,MLP,slw,2,StrEvo,SMOTE,0.9193188,0.8892452899752977,0.8849948962232052,0.8897618260006616,0.8873783611119334
pdfbox,RandomForest,slw,2,Evo,SMOTE,0.9193188,0.824945618110091,0.7642055120789384,0.832327158451869,0.7982663352654037
pdfbox,DT,slw,2,Evo,SMOTE,0.9193188,0.824945618110091,0.7642055120789384,0.832327158451869,0.7982663352654037
pdfbox,LogisticRegression,slw,2,Evo,SMOTE,0.9193188,0.824945618110091,0.7642055120789384,0.832327158451869,0.7982663352654037
pdfbox,MLP,slw,2,Evo,SMOTE,0.9193188,0.824945618110091,0.7642055120789384,0.832327158451869,0.7982663352654037
pdfbox,RandomForest,slw,2,Str,ADA,0.9193188,0.868377391881429,0.7553589656345696,0.8821121402580219,0.8187355529462957
pdfbox,DT,slw,2,Str,ADA,0.9193188,0.8450023964900638,0.7243960530792787,0.8596592788620575,0.7920276659706682
pdfbox,LogisticRegression,slw,2,Str,ADA,0.9193188,0.713601002838919,0.5124191902007486,0.7380499503804168,0.6252345702905826
pdfbox,MLP,slw,2,Str,ADA,0.9193188,0.7480367216015927,0.9139162980605648,0.7278779358253391,0.820897116942952
pdfbox,RandomForest,slw,2,StrEvo,ADA,0.9193188,0.9346679939534712,0.8724055801292957,0.942234535229904,0.9073200576796
pdfbox,DT,slw,2,StrEvo,ADA,0.9193188,0.9303174427607566,0.8550527390268798,0.9394641085014884,0.8972584237641841
pdfbox,LogisticRegression,slw,2,StrEvo,ADA,0.9193188,0.7752092320171072,0.8431439265056142,0.7669533575917963,0.8050486420487052
pdfbox,MLP,slw,2,StrEvo,ADA,0.9193188,0.9008590495151716,0.8904389248043553,0.902125372146874,0.8962821484756146
pdfbox,RandomForest,slw,2,Evo,ADA,0.9193188,0.824945618110091,0.7642055120789384,0.832327158451869,0.7982663352654037
pdfbox,DT,slw,2,Evo,ADA,0.9193188,0.824945618110091,0.7642055120789384,0.832327158451869,0.7982663352654037
pdfbox,LogisticRegression,slw,2,Evo,ADA,0.9193188,0.824945618110091,0.7642055120789384,0.832327158451869,0.7982663352654037
pdfbox,MLP,slw,2,Evo,ADA,0.9193188,0.824945618110091,0.7642055120789384,0.832327158451869,0.7982663352654037
pdfbox,RandomForest,slw,3,Str,NONE,0.9193188,0.9240837696335078,0.7327902240325865,0.9447203058399614,0.838755264936274
pdfbox,DT,slw,3,Str,NONE,0.9193188,0.9084959543074728,0.804887983706721,0.9196730676275432,0.8622805256671321
pdfbox,LogisticRegression,slw,3,Str,NONE,0.9193188,0.9003252419482786,0.0215885947046843,0.9951223799270554,0.5083554873158699
pdfbox,MLP,slw,3,Str,NONE,0.9193188,0.9077026812628908,0.4757637474541751,0.9542997758931318,0.7150317616736535
pdfbox,RandomForest,slw,3,StrEvo,NONE,0.9193188,0.9732270347453592,0.8403258655804481,0.9875642659401502,0.9139450657602992
pdfbox,DT,slw,3,StrEvo,NONE,0.9193188,0.953950499762018,0.8134419551934827,0.9691084062046844,0.8912751806990835
pdfbox,LogisticRegression,slw,3,StrEvo,NONE,0.9193188,0.9137712200539424,0.2378818737270875,0.9866854154765566,0.6122836446018222
pdfbox,MLP,slw,3,StrEvo,NONE,0.9193188,0.9460177693161986,0.7384928716904277,0.9684053258338092,0.8534490987621185
pdfbox,RandomForest,slw,3,Evo,NONE,0.9193188,0.840155481516738,0.7519348268839103,0.8496726282023114,0.8008037275431108
pdfbox,DT,slw,3,Evo,NONE,0.9193188,0.840155481516738,0.7519348268839103,0.8496726282023114,0.8008037275431108
pdfbox,LogisticRegression,slw,3,Evo,NONE,0.9193188,0.9026257337775664,0.00040733197556,0.9999560574768204,0.5001816947261902
pdfbox,MLP,slw,3,Evo,NONE,0.9193188,0.9026257337775664,0.00040733197556,0.9999560574768204,0.5001816947261902
pdfbox,RandomForest,slw,3,Str,RUS,0.9193188,0.8557829604950024,0.8936863543788187,0.8516939842685767,0.8726901693236977
pdfbox,DT,slw,3,Str,RUS,0.9193188,0.8473742662224337,0.8334012219959267,0.8488816627850772,0.841141442390502
pdfbox,LogisticRegression,slw,3,Str,RUS,0.9193188,0.7119228938600667,0.5588594704684318,0.7284352067495715,0.6436473386090017
pdfbox,MLP,slw,3,Str,RUS,0.9193188,0.7820482310011105,0.8537678207739308,0.7743112009491585,0.8140395108615447
pdfbox,RandomForest,slw,3,StrEvo,RUS,0.9193188,0.9155164207520228,0.9482688391038696,0.911983126071099,0.9301259825874842
pdfbox,DT,slw,3,StrEvo,RUS,0.9193188,0.8987386958591147,0.9010183299389002,0.8984927714549369,0.8997555506969186
pdfbox,LogisticRegression,slw,3,StrEvo,RUS,0.9193188,0.8087022052990639,0.8244399185336049,0.8070044381948411,0.815722178364223
pdfbox,MLP,slw,3,StrEvo,RUS,0.9193188,0.8750198318261145,0.8704684317718941,0.8755108318319638,0.8729896318019289
pdfbox,RandomForest,slw,3,Evo,RUS,0.9193188,0.840155481516738,0.7519348268839103,0.8496726282023114,0.8008037275431108
pdfbox,DT,slw,3,Evo,RUS,0.9193188,0.840155481516738,0.7519348268839103,0.8496726282023114,0.8008037275431108
pdfbox,LogisticRegression,slw,3,Evo,RUS,0.9193188,0.840155481516738,0.7519348268839103,0.8496726282023114,0.8008037275431108
pdfbox,MLP,slw,3,Evo,RUS,0.9193188,0.840155481516738,0.7519348268839103,0.8496726282023114,0.8008037275431108
pdfbox,RandomForest,slw,3,Str,ENN,0.9193188,0.9130572743138188,0.7771894093686355,0.9277145493694248,0.85245197936903
pdfbox,DT,slw,3,Str,ENN,0.9193188,0.9006822148183404,0.8260692464358452,0.9087313793558026,0.8674003128958239
pdfbox,LogisticRegression,slw,3,Str,ENN,0.9193188,0.8993733142947803,0.0329938900203666,0.992837368721712,0.5129156293710393
pdfbox,MLP,slw,3,Str,ENN,0.9193188,0.8559416151039188,0.6529531568228106,0.8778397855604869,0.7653964711916488
pdfbox,RandomForest,slw,3,StrEvo,ENN,0.9193188,0.9562906552435348,0.8945010183299389,0.9629564529595288,0.928728735644734
pdfbox,DT,slw,3,StrEvo,ENN,0.9193188,0.9378867206092336,0.889613034623218,0.9430944324823132,0.9163537335527656
pdfbox,LogisticRegression,slw,3,StrEvo,ENN,0.9193188,0.912739965095986,0.3217922606924643,0.9764907500988708,0.6491415053956675
pdfbox,MLP,slw,3,StrEvo,ENN,0.9193188,0.9455418054894494,0.7429735234215886,0.9673946478006769,0.8551840856111327
pdfbox,RandomForest,slw,3,Evo,ENN,0.9193188,0.5216563541170871,0.8175152749490835,0.4897394208375445,0.653627347893314
pdfbox,DT,slw,3,Evo,ENN,0.9193188,0.5216563541170871,0.8175152749490835,0.4897394208375445,0.653627347893314
pdfbox,LogisticRegression,slw,3,Evo,ENN,0.9193188,0.5466047913691893,0.5238289205702648,0.5490618271301139,0.5364453738501893
pdfbox,MLP,slw,3,Evo,ENN,0.9193188,0.5466047913691893,0.5238289205702648,0.5490618271301139,0.5364453738501893
pdfbox,RandomForest,slw,3,Str,TL,0.9193188,0.9234094875456133,0.7384928716904277,0.9433580876213912,0.8409254796559094
pdfbox,DT,slw,3,Str,TL,0.9193188,0.9104394732666984,0.8162932790224032,0.9205958606143164,0.86844456981836
pdfbox,LogisticRegression,slw,3,Str,TL,0.9193188,0.9004045692527368,0.0224032586558044,0.9951223799270554,0.50876281929143
pdfbox,MLP,slw,3,Str,TL,0.9193188,0.8697049024274155,0.5877800407331976,0.9001186448125852,0.7439493427728914
pdfbox,RandomForest,slw,3,StrEvo,TL,0.9193188,0.9719181342217992,0.8448065173116089,0.9856307949202444,0.9152186561159266
pdfbox,DT,slw,3,StrEvo,TL,0.9193188,0.9524432809773123,0.8089613034623218,0.9679219580788327,0.8884416307705773
pdfbox,LogisticRegression,slw,3,StrEvo,TL,0.9193188,0.9139298746628588,0.2431771894093686,0.9862899327679396,0.6147335610886541
pdfbox,MLP,slw,3,StrEvo,TL,0.9193188,0.9542678089798508,0.6757637474541751,0.984312519224854,0.8300381333395145
pdfbox,RandomForest,slw,3,Evo,TL,0.9193188,0.840155481516738,0.7519348268839103,0.8496726282023114,0.8008037275431108
pdfbox,DT,slw,3,Evo,TL,0.9193188,0.840155481516738,0.7519348268839103,0.8496726282023114,0.8008037275431108
pdfbox,LogisticRegression,slw,3,Evo,TL,0.9193188,0.9026257337775664,0.00040733197556,0.9999560574768204,0.5001816947261902
pdfbox,MLP,slw,3,Evo,TL,0.9193188,0.9026257337775664,0.00040733197556,0.9999560574768204,0.5001816947261902
pdfbox,RandomForest,slw,3,Str,ROS,0.9193188,0.9158337299698556,0.8012219959266802,0.9281979171244013,0.8647099565255407
pdfbox,DT,slw,3,Str,ROS,0.9193188,0.911907028399175,0.7959266802443992,0.9244188601309488,0.8601727701876739
pdfbox,LogisticRegression,slw,3,Str,ROS,0.9193188,0.7158892590829764,0.5458248472505092,0.7342356198092894,0.6400302335298993
pdfbox,MLP,slw,3,Str,ROS,0.9193188,0.8464223385689355,0.8545824847250509,0.8455420310234214,0.8500622578742362
pdfbox,RandomForest,slw,3,StrEvo,ROS,0.9193188,0.96703950499762,0.885132382892057,0.9758755547743552,0.9305039688332062
pdfbox,DT,slw,3,StrEvo,ROS,0.9193188,0.9533555449785815,0.7971486761710794,0.9702069692841764,0.8836778227276278
pdfbox,LogisticRegression,slw,3,StrEvo,ROS,0.9193188,0.8080675868633984,0.8207739307535642,0.8066968405325834,0.8137353856430738
pdfbox,MLP,slw,3,StrEvo,ROS,0.9193188,0.9340790099952404,0.8737270875763747,0.9405897086610712,0.907158398118723
pdfbox,RandomForest,slw,3,Evo,ROS,0.9193188,0.840155481516738,0.7519348268839103,0.8496726282023114,0.8008037275431108
pdfbox,DT,slw,3,Evo,ROS,0.9193188,0.840155481516738,0.7519348268839103,0.8496726282023114,0.8008037275431108
pdfbox,LogisticRegression,slw,3,Evo,ROS,0.9193188,0.840155481516738,0.7519348268839103,0.8496726282023114,0.8008037275431108
pdfbox,MLP,slw,3,Evo,ROS,0.9193188,0.840155481516738,0.7519348268839103,0.8496726282023114,0.8008037275431108
pdfbox,RandomForest,slw,3,Str,SMOTE,0.9193188,0.9201570680628272,0.7820773930753564,0.9350529507404316,0.8585651719078939
pdfbox,DT,slw,3,Str,SMOTE,0.9193188,0.851142313184198,0.7527494908350305,0.8617568220767237,0.8072531564558771
pdfbox,LogisticRegression,slw,3,Str,SMOTE,0.9193188,0.7100190385530699,0.5551934826883911,0.726721448345564,0.6409574655169775
pdfbox,MLP,slw,3,Str,SMOTE,0.9193188,0.8323020783753768,0.8627291242362526,0.8290196423078613,0.845874383272057
pdfbox,RandomForest,slw,3,StrEvo,SMOTE,0.9193188,0.9744962716166904,0.890020366598778,0.983609438853979,0.9368149027263784
pdfbox,DT,slw,3,StrEvo,SMOTE,0.9193188,0.9246390607647152,0.865173116089613,0.9310541811310804,0.8981136486103467
pdfbox,LogisticRegression,slw,3,StrEvo,SMOTE,0.9193188,0.8051324765984452,0.819959266802444,0.8035329788636464,0.8117461228330451
pdfbox,MLP,slw,3,StrEvo,SMOTE,0.9193188,0.9284071077264796,0.8167006109979633,0.9404578810915324,0.8785792460447478
pdfbox,RandomForest,slw,3,Evo,SMOTE,0.9193188,0.840155481516738,0.7519348268839103,0.8496726282023114,0.8008037275431108
pdfbox,DT,slw,3,Evo,SMOTE,0.9193188,0.840155481516738,0.7519348268839103,0.8496726282023114,0.8008037275431108
pdfbox,LogisticRegression,slw,3,Evo,SMOTE,0.9193188,0.840155481516738,0.7519348268839103,0.8496726282023114,0.8008037275431108
pdfbox,MLP,slw,3,Evo,SMOTE,0.9193188,0.840155481516738,0.7519348268839103,0.8496726282023114,0.8008037275431108
pdfbox,RandomForest,slw,3,Str,ADA,0.9193188,0.9160717118832302,0.7922606924643585,0.9294283077734324,0.8608445001188954
pdfbox,DT,slw,3,Str,ADA,0.9193188,0.9009995240361732,0.7735234215885947,0.9147515050314188,0.8441374633100068
pdfbox,LogisticRegression,slw,3,Str,ADA,0.9193188,0.7292955735364113,0.4932790224032586,0.7547567781342005,0.6240179002687296
pdfbox,MLP,slw,3,Str,ADA,0.9193188,0.8158813263525305,0.8904276985743381,0.8078393461352551,0.8491335223547967
pdfbox,RandomForest,slw,3,StrEvo,ADA,0.9193188,0.9746152625733776,0.8973523421588595,0.9829503010062838,0.9401513215825716
pdfbox,DT,slw,3,StrEvo,ADA,0.9193188,0.953077899412978,0.8708757637474541,0.9619457749263964,0.9164107693369252
pdfbox,LogisticRegression,slw,3,StrEvo,ADA,0.9193188,0.78383309535142,0.8488798370672098,0.7768159247704003,0.8128478809188051
pdfbox,MLP,slw,3,StrEvo,ADA,0.9193188,0.9410994764397904,0.7503054989816701,0.9616821197873182,0.8559938093844942
pdfbox,RandomForest,slw,3,Evo,ADA,0.9193188,0.840155481516738,0.7519348268839103,0.8496726282023114,0.8008037275431108
pdfbox,DT,slw,3,Evo,ADA,0.9193188,0.840155481516738,0.7519348268839103,0.8496726282023114,0.8008037275431108
pdfbox,LogisticRegression,slw,3,Evo,ADA,0.9193188,0.840155481516738,0.7519348268839103,0.8496726282023114,0.8008037275431108
pdfbox,MLP,slw,3,Evo,ADA,0.9193188,0.840155481516738,0.7519348268839103,0.8496726282023114,0.8008037275431108
pdfbox,RandomForest,slw,4,Str,NONE,0.9193188,0.9165915432496244,0.5839714139867279,0.9471316085489314,0.7655515112678297
pdfbox,DT,slw,4,Str,NONE,0.9193188,0.9016956428418116,0.7294538029606943,0.9175103112110986,0.8234820570858965
pdfbox,LogisticRegression,slw,4,Str,NONE,0.9193188,0.9135436789010516,0.0270546197039305,0.9949381327334084,0.5109963762186694
pdfbox,MLP,slw,4,Str,NONE,0.9193188,0.9338913930027904,0.482899438489025,0.9752999625046868,0.729099700496856
pdfbox,RandomForest,slw,4,StrEvo,NONE,0.9193188,0.9675037561708522,0.7662072485962226,0.9859861267341582,0.8760966876651903
pdfbox,DT,slw,4,StrEvo,NONE,0.9193188,0.9481004507405022,0.7891781521184278,0.9626921634795652,0.8759351577989964
